Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created,,
C00749,12,10,0.85,4,Smart TV,Drama,Europe,Delayed,Basic,Yes,7,22,7770,1,3,,
C00750,12,4,4.68,2,Laptop,Drama,Africa,Delayed,Basic,Yes,4,19,1727,1,5,,
C00751,12,8,4.3,2,Desktop,Documentary,Europe,On-Time,Standard,No,2,57,1359,5,4,,
C00752,12,9,2.37,6,Smart TV,Sci-Fi,South America,On-Time,Standard,No,6,49,2730,1,4,,
C00753,1,5,1.1,5,Mobile,Romance,Asia,On-Time,Basic,Yes,5,19,3648,2,1,,
C00754,1,2,2.16,6,Tablet,Romance,South America,Delayed,Basic,No,2,54,9695,3,3,,
C00755,24,6,1.82,4,Smart TV,Action,North America,On-Time,Standard,Yes,5,49,8151,5,4,,
C00756,1,5,2.83,6,Laptop,Sci-Fi,Asia,Delayed,Premium,Yes,7,48,3489,0,3,,
C00757,24,8,2.96,6,Mobile,Romance,South America,On-Time,Standard,No,4,24,3513,2,3,,
C00758,24,10,3.84,2,Tablet,Drama,South America,On-Time,Standard,Yes,8,22,4694,2,1,,
C00759,6,3,1.58,1,Mobile,Drama,South America,Delayed,Standard,No,8,58,4513,1,2,,
C00760,3,6,2.32,5,Laptop,Drama,South America,On-Time,Premium,Yes,9,20,8100,4,3,,
C00761,6,10,0.51,4,Tablet,Sci-Fi,Africa,Delayed,Premium,No,5,40,4090,1,3,,
C00762,12,1,1.08,2,Tablet,Drama,Asia,Delayed,Basic,Yes,7,63,8183,4,4,,
C00763,1,3,3.52,7,Laptop,Documentary,Asia,Delayed,Basic,Yes,5,47,4022,0,1,,
C00764,6,2,3.21,6,Smart TV,Action,Africa,On-Time,Premium,Yes,6,29,3085,5,4,,
C00765,12,9,3.21,7,Tablet,Documentary,Africa,Delayed,Basic,Yes,1,65,2317,2,2,,
C00766,6,8,0.99,7,Smart TV,Sci-Fi,Europe,Delayed,Basic,No,6,26,3665,1,3,,
C00767,12,1,3.68,1,Laptop,Action,Asia,Delayed,Basic,Yes,8,28,3664,3,2,,
C00768,12,1,3.25,1,Mobile,Documentary,Asia,Delayed,Standard,Yes,5,34,2297,2,5,,
C00769,1,7,3.34,3,Mobile,Romance,North America,On-Time,Standard,Yes,7,49,6561,3,5,,
C00770,1,9,1.37,5,Laptop,Romance,North America,Delayed,Premium,Yes,10,49,8200,5,1,,
C00771,6,5,1.15,1,Smart TV,Drama,Europe,Delayed,Basic,Yes,9,69,2050,1,1,,
C00772,3,6,2.32,7,Desktop,Comedy,Asia,On-Time,Premium,No,1,38,1848,2,3,,
C00773,3,6,0.6,5,Laptop,Thriller,Asia,Delayed,Premium,Yes,6,23,5306,4,3,,
C00774,24,8,3.07,4,Laptop,Drama,North America,On-Time,Basic,No,0,61,2649,4,3,,
C00775,6,2,2.43,7,Laptop,Documentary,Asia,Delayed,Basic,No,4,27,2232,3,1,,
C00776,1,4,2.3,6,Desktop,Drama,Europe,Delayed,Basic,Yes,9,21,5311,0,4,,
C00777,1,5,1.98,7,Desktop,Romance,North America,Delayed,Premium,Yes,3,51,6143,5,4,,
C00778,3,1,4.14,10,Mobile,Romance,North America,Delayed,Standard,Yes,8,62,1371,1,3,,
C00779,1,4,0.69,8,Smart TV,Drama,South America,On-Time,Premium,Yes,4,42,5692,3,1,,
C00780,3,3,4.57,2,Desktop,Sci-Fi,Asia,On-Time,Premium,Yes,9,36,4908,2,3,,
C00781,6,6,3.5,2,Laptop,Thriller,Asia,Delayed,Premium,No,1,68,5061,4,4,,
C00782,6,2,1.03,7,Smart TV,Documentary,Asia,On-Time,Standard,No,9,69,2174,5,3,,
C00783,24,6,1.84,8,Desktop,Romance,Asia,Delayed,Premium,Yes,8,28,3990,4,5,,
C00784,3,10,2.15,8,Smart TV,Documentary,South America,Delayed,Premium,No,3,46,9021,3,2,,
C00785,6,2,1.95,4,Smart TV,Thriller,Europe,Delayed,Standard,Yes,0,54,1514,4,5,,
C00786,6,4,3.36,10,Smart TV,Comedy,Asia,On-Time,Premium,Yes,6,30,5121,0,5,,
C00787,6,3,2.6,5,Tablet,Comedy,Europe,Delayed,Basic,No,6,35,7951,3,3,,
C00788,6,5,4.97,10,Smart TV,Documentary,Asia,On-Time,Standard,Yes,7,38,5116,2,5,,
C00789,12,1,4.57,9,Desktop,Action,North America,Delayed,Standard,Yes,2,32,8405,2,5,,
C00790,6,10,2.25,5,Laptop,Romance,Europe,On-Time,Premium,Yes,6,66,3821,5,4,,
C00791,1,2,0.95,3,Smart TV,Comedy,North America,On-Time,Premium,Yes,10,55,5850,3,3,,
C00792,6,10,1.49,7,Smart TV,Drama,North America,Delayed,Basic,No,8,70,9548,2,3,,
C00793,12,4,0.77,3,Tablet,Comedy,Asia,Delayed,Premium,Yes,9,68,8315,1,3,,
C00794,6,8,2.48,1,Mobile,Comedy,Europe,Delayed,Premium,Yes,7,29,619,0,5,,
C00795,3,8,1.88,10,Desktop,Romance,North America,On-Time,Basic,No,9,19,4927,5,4,,
C00796,6,6,3.04,2,Laptop,Thriller,North America,Delayed,Standard,No,3,47,6754,1,2,,
C00797,12,5,3.67,6,Mobile,Documentary,Asia,Delayed,Basic,No,8,66,3855,0,3,,
C00798,3,1,4.52,6,Laptop,Comedy,Africa,Delayed,Premium,No,9,58,4392,5,4,,
C00799,1,6,1.71,6,Laptop,Thriller,Asia,Delayed,Standard,No,6,52,3631,2,3,,
C00800,24,10,2.13,10,Mobile,Action,South America,Delayed,Basic,No,5,42,7320,1,4,,
C00801,3,6,4.9,10,Laptop,Thriller,Asia,Delayed,Standard,Yes,4,35,4251,0,2,,
C00802,6,6,4.23,1,Tablet,Action,Africa,On-Time,Standard,No,2,69,536,3,5,,
C00803,1,7,1.3,5,Smart TV,Action,Africa,Delayed,Basic,No,4,69,5664,1,5,,
C00804,3,4,0.62,9,Mobile,Romance,Europe,Delayed,Standard,No,5,41,7596,0,5,,
C00805,12,1,4.14,3,Laptop,Action,North America,Delayed,Standard,No,2,19,7479,3,3,,
C00806,1,10,0.52,2,Laptop,Thriller,Asia,On-Time,Standard,Yes,3,46,832,4,4,,
C00807,12,7,1.33,5,Smart TV,Sci-Fi,North America,On-Time,Standard,Yes,10,64,6447,5,1,,
C00808,12,3,3.29,3,Mobile,Comedy,Africa,Delayed,Standard,No,2,20,3854,3,4,,
C00809,3,6,1.01,8,Desktop,Drama,Europe,Delayed,Premium,Yes,8,22,2454,5,2,,
C00810,24,4,0.87,1,Mobile,Action,Europe,Delayed,Standard,Yes,8,54,4695,5,1,,
C00811,3,3,2.53,5,Smart TV,Drama,South America,On-Time,Premium,No,4,53,9374,5,1,,
C00812,3,2,1.54,6,Laptop,Sci-Fi,Europe,Delayed,Basic,No,1,57,4930,2,5,,
C00813,3,4,4.62,5,Smart TV,Thriller,Europe,On-Time,Standard,Yes,6,38,2210,1,5,,
C00814,3,2,2.11,8,Smart TV,Action,Europe,On-Time,Basic,No,1,59,9641,4,2,,
C00815,3,8,1.44,6,Mobile,Romance,Europe,On-Time,Premium,No,4,39,7873,5,5,,
C00816,12,8,3.52,1,Laptop,Action,North America,Delayed,Standard,Yes,5,64,8920,0,3,,
C00817,24,1,2.3,10,Mobile,Romance,Africa,On-Time,Premium,Yes,7,57,3486,3,1,,
C00818,1,3,3.67,8,Mobile,Documentary,South America,Delayed,Standard,No,7,56,3441,4,5,,
C00819,3,7,3.87,5,Laptop,Thriller,Europe,Delayed,Standard,No,10,52,8196,2,3,,
C00820,12,3,1.88,5,Laptop,Sci-Fi,North America,Delayed,Standard,No,7,28,1778,2,4,,
C00821,24,7,4.5,6,Laptop,Romance,Europe,Delayed,Standard,Yes,0,55,3209,1,5,,
C00822,6,1,1.28,7,Tablet,Sci-Fi,South America,On-Time,Standard,Yes,10,39,8956,2,5,,
C00823,3,7,4.91,10,Tablet,Comedy,Africa,On-Time,Premium,No,8,24,7970,3,5,,
C00824,3,2,1.88,4,Tablet,Comedy,Europe,On-Time,Standard,Yes,10,23,3091,2,5,,
C00825,3,4,4.73,10,Laptop,Romance,South America,Delayed,Standard,Yes,0,29,4675,5,5,,
C00826,6,1,3.41,6,Mobile,Romance,North America,Delayed,Standard,Yes,0,48,1849,1,1,,
C00827,6,9,0.71,2,Desktop,Comedy,Asia,Delayed,Premium,No,4,67,5761,1,3,,
C00828,1,1,1.39,10,Smart TV,Documentary,Europe,Delayed,Basic,Yes,4,37,5571,0,3,,
C00829,6,4,4.79,4,Laptop,Documentary,Africa,Delayed,Standard,No,10,63,2928,0,3,,
C00830,3,1,4.42,7,Laptop,Thriller,Europe,On-Time,Premium,No,3,27,4908,2,2,,
C00831,3,7,3.09,7,Tablet,Action,Africa,On-Time,Standard,Yes,8,70,3920,0,5,,
C00832,24,8,1.36,6,Mobile,Romance,North America,Delayed,Standard,Yes,0,59,5415,3,5,,
C00833,6,2,1.56,8,Tablet,Drama,South America,Delayed,Standard,Yes,1,38,1814,2,4,,
C00834,3,8,4.99,7,Laptop,Action,Africa,On-Time,Standard,Yes,8,23,833,3,1,,
C00835,1,5,2.53,4,Tablet,Action,North America,Delayed,Premium,No,6,37,8126,5,1,,
C00836,24,2,4.08,1,Smart TV,Action,Europe,On-Time,Basic,Yes,7,54,8118,4,5,,
C00837,6,3,1.57,10,Tablet,Action,Africa,Delayed,Standard,No,0,28,784,2,5,,
C00838,12,5,2.64,1,Laptop,Romance,Africa,On-Time,Standard,Yes,3,51,4356,5,2,,
C00839,12,9,2.44,2,Tablet,Documentary,Africa,On-Time,Premium,No,7,30,7188,4,4,,
C00840,1,4,1.65,9,Desktop,Thriller,South America,On-Time,Basic,No,10,68,5038,0,4,,
C00841,12,3,4.41,7,Tablet,Comedy,Europe,Delayed,Basic,Yes,5,32,4233,5,2,,
C00842,12,1,4.48,10,Tablet,Romance,South America,On-Time,Basic,Yes,9,63,4556,1,3,,
C00843,24,5,1.25,7,Smart TV,Sci-Fi,North America,On-Time,Standard,No,7,24,9064,1,1,,
C00844,3,6,0.89,8,Mobile,Action,Africa,Delayed,Standard,Yes,4,70,7605,5,4,,
C00845,12,6,1.63,9,Tablet,Thriller,South America,On-Time,Basic,No,4,43,9262,5,4,,
C00846,12,6,2.97,8,Laptop,Sci-Fi,North America,On-Time,Standard,Yes,0,22,7807,2,2,,
C00847,6,2,2.86,3,Tablet,Comedy,Asia,Delayed,Basic,No,1,63,613,0,4,,
C00848,3,10,0.81,5,Laptop,Action,North America,On-Time,Standard,No,7,19,2286,1,5,,
C00849,3,3,2.44,1,Smart TV,Comedy,Asia,Delayed,Basic,No,2,70,8018,4,3,,
C00850,6,3,3.79,6,Mobile,Thriller,North America,On-Time,Basic,Yes,2,44,5669,5,4,,
C00851,1,1,1.52,4,Laptop,Comedy,South America,Delayed,Basic,No,5,47,4143,2,4,,
C00852,6,7,4.42,10,Laptop,Thriller,Asia,On-Time,Premium,No,5,18,1078,2,1,,
C00853,12,10,1.23,5,Desktop,Documentary,Europe,On-Time,Basic,No,6,48,4064,3,4,,
C00854,24,9,3.87,5,Laptop,Action,Europe,Delayed,Standard,Yes,9,65,6905,3,1,,
C00855,1,3,3.58,2,Smart TV,Romance,South America,Delayed,Premium,Yes,7,26,4952,0,3,,
C00856,12,4,3.26,9,Desktop,Romance,North America,Delayed,Basic,Yes,9,32,7795,3,1,,
C00857,24,10,1.23,2,Tablet,Drama,Africa,Delayed,Standard,Yes,6,64,6381,5,2,,
C00858,24,3,4.17,1,Tablet,Sci-Fi,Asia,Delayed,Premium,No,10,61,3272,3,5,,
C00859,3,2,1.57,2,Tablet,Drama,North America,On-Time,Basic,No,5,63,8086,3,2,,
C00860,6,7,3.41,6,Mobile,Sci-Fi,North America,On-Time,Premium,Yes,5,34,3304,1,1,,
C00861,1,4,2.58,8,Laptop,Drama,South America,Delayed,Standard,Yes,10,53,7319,0,5,,
C00862,3,2,1.93,8,Laptop,Drama,South America,On-Time,Standard,No,3,25,3421,2,2,,
C00863,1,5,3.52,9,Laptop,Comedy,Europe,On-Time,Basic,Yes,4,69,8912,3,4,,
C00864,12,10,3.38,8,Desktop,Action,North America,On-Time,Basic,Yes,7,61,4385,3,4,,
C00865,6,6,3.48,5,Tablet,Sci-Fi,South America,Delayed,Premium,No,8,64,6587,5,1,,
C00866,3,3,4.47,8,Tablet,Comedy,Asia,Delayed,Premium,No,1,66,4783,2,1,,
C00867,24,10,2.08,1,Mobile,Romance,Europe,On-Time,Premium,No,10,54,3036,1,5,,
C00868,12,10,1.6,2,Laptop,Romance,Europe,Delayed,Standard,No,0,40,1296,2,4,,
C00869,12,2,0.77,7,Tablet,Drama,Europe,Delayed,Standard,Yes,6,36,5453,3,2,,
C00870,6,3,2.07,8,Tablet,Action,North America,On-Time,Premium,No,8,41,2292,5,4,,
C00871,3,9,3.54,5,Mobile,Sci-Fi,South America,Delayed,Premium,Yes,7,52,8616,1,2,,
C00872,6,4,2.6,2,Tablet,Drama,North America,Delayed,Basic,No,4,68,9312,0,2,,
C00873,24,1,3.42,8,Mobile,Comedy,North America,Delayed,Standard,No,6,61,718,3,4,,
C00874,3,9,3.51,10,Mobile,Romance,Africa,Delayed,Basic,Yes,5,60,3698,2,1,,
C00875,3,1,3.46,10,Mobile,Sci-Fi,South America,On-Time,Premium,Yes,5,58,6957,0,1,,
C00876,1,2,4.2,3,Laptop,Romance,Africa,Delayed,Standard,Yes,3,32,8512,4,4,,
C00877,6,5,3.94,9,Laptop,Romance,South America,On-Time,Basic,Yes,4,28,3468,0,2,,
C00878,24,6,3.43,7,Mobile,Documentary,Europe,Delayed,Standard,Yes,10,40,6164,1,5,,
C00879,12,6,2.13,2,Laptop,Drama,Asia,On-Time,Premium,No,5,42,9238,2,5,,
C00880,3,8,2.07,2,Desktop,Sci-Fi,South America,Delayed,Premium,Yes,8,42,3418,4,3,,
C00881,3,9,2.11,1,Tablet,Comedy,North America,On-Time,Premium,Yes,1,61,6460,1,3,,
C00882,24,2,3.27,5,Desktop,Sci-Fi,Asia,Delayed,Standard,Yes,6,18,2279,4,4,,
C00883,12,5,4.76,10,Mobile,Romance,Asia,On-Time,Standard,Yes,10,40,1857,1,4,,
C00884,12,8,1.94,10,Laptop,Documentary,North America,Delayed,Standard,Yes,6,41,7306,2,2,,
C00885,12,6,0.54,4,Tablet,Comedy,Europe,On-Time,Premium,No,9,52,8732,2,4,,
C00886,1,8,3.88,2,Desktop,Action,Africa,On-Time,Standard,No,10,21,8512,1,4,,
C00887,24,7,4.34,1,Mobile,Sci-Fi,Asia,Delayed,Premium,Yes,5,37,8565,3,4,,
C00888,12,6,4.08,10,Laptop,Sci-Fi,South America,On-Time,Premium,Yes,7,55,3877,2,1,,
C00889,24,9,1.12,2,Desktop,Action,South America,Delayed,Basic,No,3,42,5522,4,4,,
C00890,12,4,4.56,6,Smart TV,Thriller,Europe,On-Time,Basic,Yes,3,43,3015,4,4,,
C00891,6,4,3.41,5,Mobile,Action,North America,Delayed,Premium,Yes,4,48,7828,0,5,,
C00892,6,10,4.82,7,Mobile,Drama,South America,Delayed,Basic,Yes,8,33,9314,3,5,,
C00893,12,5,0.84,4,Desktop,Action,Africa,Delayed,Basic,Yes,5,59,9349,1,2,,
C00894,24,4,1.03,6,Desktop,Romance,South America,On-Time,Basic,Yes,3,52,5234,2,5,,
C00895,24,8,4.87,9,Smart TV,Comedy,Asia,Delayed,Standard,No,7,50,8933,5,3,,
C00896,24,9,1.31,4,Tablet,Sci-Fi,North America,On-Time,Basic,Yes,10,52,7153,0,3,,
C00897,3,6,3.28,8,Smart TV,Romance,South America,On-Time,Basic,No,10,39,4210,1,2,,
C00898,3,3,3.23,9,Mobile,Documentary,Africa,Delayed,Premium,Yes,2,33,1672,1,2,,
C00899,1,7,4.48,9,Desktop,Romance,Europe,Delayed,Standard,No,10,43,3953,5,5,,
C00900,6,4,2.58,2,Smart TV,Action,Europe,Delayed,Basic,No,2,18,7623,5,4,,
C00901,1,9,0.59,5,Laptop,Documentary,South America,Delayed,Premium,Yes,6,33,8367,3,1,,
C00902,12,10,1.18,9,Desktop,Romance,Asia,Delayed,Premium,Yes,1,39,8065,5,3,,
C00903,24,10,2.07,10,Mobile,Sci-Fi,South America,Delayed,Basic,Yes,1,44,1305,0,5,,
C00904,6,7,1.98,2,Laptop,Documentary,North America,On-Time,Premium,Yes,9,19,6128,2,3,,
C00905,24,8,2.72,3,Laptop,Sci-Fi,Asia,Delayed,Premium,Yes,1,26,6216,3,4,,
C00906,12,8,0.76,2,Tablet,Action,Europe,On-Time,Standard,No,0,47,740,3,2,,
C00907,3,5,4.85,2,Smart TV,Documentary,South America,Delayed,Basic,Yes,2,59,5158,5,3,,
C00908,24,10,3.28,1,Tablet,Romance,South America,Delayed,Standard,No,0,67,4137,4,3,,
C00909,24,6,2.07,3,Laptop,Action,North America,Delayed,Standard,Yes,2,68,9248,4,5,,
C00910,12,4,4.43,8,Desktop,Drama,North America,Delayed,Standard,No,3,37,5272,3,1,,
C00911,1,9,3.32,3,Tablet,Comedy,Africa,Delayed,Standard,No,10,43,3179,4,2,,
C00912,6,8,3.71,9,Laptop,Thriller,Africa,Delayed,Premium,Yes,9,55,9437,1,4,,
C00913,24,3,2.72,4,Tablet,Comedy,Europe,Delayed,Basic,Yes,7,27,1216,0,4,,
C00914,1,9,2.04,9,Mobile,Drama,Africa,Delayed,Premium,Yes,9,57,4531,3,1,,
C00915,6,8,2.74,7,Laptop,Sci-Fi,Europe,Delayed,Basic,Yes,3,35,3878,3,4,,
C00916,12,2,2.02,2,Smart TV,Thriller,Africa,On-Time,Basic,Yes,1,51,8626,1,3,,
C00917,24,5,1.86,9,Tablet,Romance,Asia,Delayed,Premium,No,1,67,5127,0,4,,
C00918,6,7,4.43,3,Mobile,Thriller,Europe,On-Time,Basic,Yes,5,56,5615,0,2,,
C00919,24,5,2.28,5,Smart TV,Documentary,Africa,Delayed,Basic,Yes,5,66,6308,1,2,,
C00920,6,2,1.09,2,Desktop,Documentary,North America,On-Time,Standard,No,2,47,6362,4,3,,
C00921,12,1,1.79,1,Tablet,Thriller,Asia,On-Time,Standard,No,2,24,9249,2,1,,
C00922,6,2,4.61,10,Smart TV,Comedy,Asia,On-Time,Basic,Yes,3,32,9386,0,2,,
C00923,12,9,0.99,10,Smart TV,Comedy,Asia,On-Time,Standard,Yes,7,40,3209,3,5,,
C00924,12,1,4.34,9,Desktop,Action,Asia,Delayed,Basic,Yes,1,18,3383,3,1,,
C00925,1,4,2.38,1,Tablet,Thriller,Africa,Delayed,Basic,No,2,39,6247,0,2,,
C00926,24,3,4.12,10,Smart TV,Thriller,Africa,On-Time,Premium,Yes,1,70,8355,0,4,,
C00927,1,1,3.98,7,Tablet,Action,Africa,Delayed,Premium,Yes,0,30,5936,0,2,,
C00928,6,8,1.56,3,Smart TV,Thriller,Africa,Delayed,Basic,Yes,5,28,9395,1,2,,
C00929,24,8,0.56,10,Mobile,Action,North America,Delayed,Basic,Yes,5,26,9011,4,1,,
C00930,6,2,1,10,Desktop,Sci-Fi,North America,Delayed,Premium,No,0,56,1556,0,4,,
C00931,1,6,2.32,2,Laptop,Drama,Asia,On-Time,Premium,Yes,8,67,6953,4,2,,
C00932,12,3,2.84,9,Desktop,Documentary,Europe,Delayed,Standard,No,0,70,3578,4,4,,
C00933,3,2,2.78,2,Smart TV,Drama,Europe,On-Time,Standard,No,1,60,1367,0,4,,
C00934,3,7,2.95,1,Smart TV,Thriller,Africa,Delayed,Standard,No,3,50,9936,3,4,,
C00935,12,8,0.68,1,Tablet,Thriller,Europe,Delayed,Basic,Yes,9,20,8243,4,1,,
C00936,6,2,1.97,5,Smart TV,Documentary,South America,On-Time,Basic,No,9,62,5194,1,1,,
C00937,12,5,1.21,6,Laptop,Drama,North America,Delayed,Standard,Yes,9,28,3052,5,1,,
C00938,1,2,1.22,3,Smart TV,Thriller,South America,On-Time,Premium,Yes,10,68,888,2,4,,
C00939,24,9,1.78,10,Smart TV,Romance,Europe,On-Time,Standard,No,6,36,3339,2,5,,
C00940,3,6,3.81,2,Mobile,Thriller,Africa,On-Time,Premium,Yes,3,35,1740,1,4,,
C00941,6,6,2.37,7,Smart TV,Comedy,Asia,On-Time,Standard,No,9,43,7748,5,1,,
C00942,3,5,4.71,9,Desktop,Action,North America,On-Time,Standard,No,8,45,2410,3,2,,
C00943,6,5,3.42,8,Mobile,Romance,North America,Delayed,Standard,No,2,28,6611,1,1,,
C00944,1,10,2,7,Desktop,Romance,South America,Delayed,Standard,No,9,37,5875,2,2,,
C00945,6,1,1.4,4,Tablet,Sci-Fi,Asia,On-Time,Standard,No,3,52,7519,0,2,,
C00946,3,4,2.34,7,Mobile,Thriller,North America,Delayed,Standard,No,6,26,966,5,2,,
C00947,24,5,4.56,3,Laptop,Sci-Fi,Asia,Delayed,Standard,No,5,48,9667,2,1,,
C00948,1,6,1.26,4,Desktop,Sci-Fi,North America,Delayed,Standard,Yes,9,63,3085,4,4,,
C00949,1,9,4.38,10,Tablet,Sci-Fi,Europe,On-Time,Basic,No,1,31,5834,0,3,,
C00950,6,6,3.23,5,Mobile,Sci-Fi,North America,On-Time,Premium,No,3,19,7040,0,2,,
C00951,3,4,4.26,10,Tablet,Sci-Fi,South America,On-Time,Basic,Yes,10,22,1461,4,5,,
C00952,3,10,0.57,6,Mobile,Thriller,Asia,On-Time,Basic,No,7,63,7179,2,3,,
C00953,3,8,4.89,6,Tablet,Comedy,North America,On-Time,Premium,No,5,40,9834,0,2,,
C00954,3,8,3.43,5,Desktop,Thriller,Europe,On-Time,Basic,Yes,4,36,719,0,3,,
C00955,12,8,2.67,7,Smart TV,Romance,South America,On-Time,Standard,Yes,10,70,6860,2,1,,
C00956,24,1,2.41,8,Tablet,Sci-Fi,Europe,Delayed,Basic,Yes,7,32,7936,5,5,,
C00957,6,5,4.55,9,Smart TV,Thriller,South America,On-Time,Basic,Yes,6,62,3220,5,1,,
C00958,1,2,3.99,5,Tablet,Drama,Europe,On-Time,Standard,Yes,0,30,3822,1,2,,
C00959,1,10,4.83,1,Mobile,Romance,South America,On-Time,Standard,No,3,19,4538,5,2,,
C00960,1,1,1.12,8,Mobile,Sci-Fi,Asia,On-Time,Standard,Yes,8,28,8147,0,1,,
C00961,6,2,4.67,8,Tablet,Thriller,South America,Delayed,Premium,No,7,21,8656,3,1,,
C00962,3,4,1.39,6,Smart TV,Comedy,Asia,On-Time,Basic,No,0,70,4419,0,4,,
C00963,12,3,1.01,10,Tablet,Comedy,Africa,Delayed,Premium,Yes,4,47,6672,2,4,,
C00964,24,6,3.45,5,Smart TV,Comedy,Asia,On-Time,Standard,No,6,51,9948,2,3,,
C00965,6,2,3.17,8,Tablet,Sci-Fi,South America,Delayed,Premium,No,10,60,5559,4,5,,
C00966,12,1,4.44,1,Tablet,Comedy,Europe,On-Time,Premium,Yes,10,24,4275,3,4,,
C00967,6,5,2.76,4,Desktop,Action,South America,On-Time,Premium,Yes,6,36,2426,3,1,,
C00968,24,8,0.59,7,Tablet,Action,Africa,On-Time,Premium,Yes,8,39,3205,0,1,,
C00969,6,6,3.54,1,Laptop,Documentary,Europe,On-Time,Basic,No,9,45,4216,5,5,,
C00970,24,4,4.8,1,Tablet,Romance,Europe,On-Time,Premium,No,4,32,5261,1,1,,
C00971,3,9,3.71,2,Mobile,Documentary,Africa,On-Time,Premium,Yes,3,18,8288,1,2,,
C00972,6,8,2.49,5,Tablet,Drama,Africa,On-Time,Basic,Yes,7,22,3953,1,4,,
C00973,3,4,0.76,7,Desktop,Drama,North America,On-Time,Standard,Yes,10,29,8744,4,1,,
C00974,6,5,2.24,1,Tablet,Comedy,North America,Delayed,Premium,Yes,8,59,3401,4,3,,
C00975,6,2,4.93,10,Desktop,Comedy,Europe,On-Time,Basic,Yes,3,58,8545,2,5,,
C00976,24,4,2.25,2,Tablet,Action,North America,Delayed,Basic,No,4,26,9952,2,1,,
C00977,3,2,1.35,4,Smart TV,Sci-Fi,South America,Delayed,Basic,No,4,38,4086,3,5,,
C00978,6,8,3.23,2,Smart TV,Comedy,Asia,On-Time,Standard,Yes,4,59,6250,2,4,,
C00979,3,5,2.47,8,Desktop,Sci-Fi,North America,On-Time,Basic,No,8,57,2270,0,2,,
C00980,12,1,0.53,3,Smart TV,Romance,Africa,Delayed,Standard,Yes,9,42,3548,4,5,,
C00981,6,6,3.47,10,Mobile,Drama,Asia,On-Time,Basic,No,0,47,4824,3,5,,
C00982,6,8,4.86,6,Desktop,Action,Africa,Delayed,Premium,Yes,0,42,7654,1,1,,
C00983,12,2,3.46,10,Desktop,Documentary,Asia,On-Time,Premium,No,4,46,1777,3,2,,
C00984,1,4,4.53,6,Tablet,Comedy,Africa,Delayed,Basic,No,5,22,8637,2,4,,
C00985,24,4,1.19,8,Laptop,Comedy,Europe,On-Time,Basic,Yes,10,39,1547,4,4,,
C00986,12,9,4.84,3,Tablet,Documentary,Africa,On-Time,Basic,Yes,9,68,7245,0,4,,
C00987,24,8,4.08,10,Mobile,Romance,Africa,Delayed,Premium,Yes,5,41,1067,3,1,,
C00988,12,5,3.55,4,Desktop,Romance,Europe,On-Time,Basic,Yes,4,64,9343,4,5,,
C00989,1,6,4.13,7,Desktop,Action,North America,On-Time,Standard,No,1,23,1406,0,2,,
C00990,12,6,1.42,7,Mobile,Drama,South America,On-Time,Basic,No,1,46,6616,2,2,,
C00991,3,4,4.67,5,Mobile,Action,Africa,Delayed,Standard,No,10,53,5459,5,2,,
C00992,1,5,4.76,7,Tablet,Documentary,Europe,On-Time,Basic,No,7,39,7811,1,4,,
C00993,12,3,1.48,4,Desktop,Romance,Africa,On-Time,Basic,Yes,6,42,4500,4,4,,
C00994,24,10,0.89,9,Mobile,Romance,South America,On-Time,Standard,Yes,9,52,7379,4,4,,
C00995,6,5,3.64,8,Laptop,Sci-Fi,Europe,On-Time,Standard,No,0,50,3456,5,5,,
C00996,1,4,0.77,10,Tablet,Romance,Europe,On-Time,Standard,No,5,28,772,1,4,,
C00997,1,2,2.66,2,Mobile,Romance,South America,Delayed,Standard,Yes,3,54,588,4,1,,
C00998,6,2,2.36,10,Mobile,Drama,Africa,On-Time,Standard,No,7,62,577,4,1,,
C00999,3,6,1.73,3,Laptop,Action,Asia,On-Time,Basic,No,1,38,3684,0,4,,
C01000,1,6,1.94,4,Mobile,Comedy,South America,On-Time,Premium,No,8,23,3023,2,4,,
